0 0,0535316659375027
2 0,0389594155903839
3 0,0376934888719772
4 0,0375206953896003
5 0,0352008509772636
10 0,0352510958905788
11 0,035084429836655
12 0,0333197304421675
13 0,0341493842547147
14 0,0342204624247705
15 0,0336555135213964
16 0,0335807588942688
17 0,0338074737470328
18 0,034605264931624
19 0,0338479147748231
20 0,0326959582256438
