6 192
7 194
8 182
9 191
10 209
11 206
12 182
13 194
14 349
15 201
16 247
17 217
18 210
19 177
20 208
21 202
22 203
23 153
24 205
25 198
26 219
27 200
28 342
29 197
30 214
